ModelNumber,Pheromone,Avg_Gathered,SD_Gathered,Avg_Covered,SD_Covered,Avg_Reached,SD_Reached,Avg_Hits,SD_Hits,Avg_Equality,SD_Equality,TimeStep
0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.1,1.0308,0.783486668680516,0.008458335265750669,0.010021440618077677,0.0,0.0,0.008458335265750669,0.010021440618077677,0.151704524460078,0.09738105869048207,1
0,0.1,1.0308,0.783486668680516,0.008458335265750669,0.010021440618077677,0.0,0.0,0.0,0.0,0.151704524460078,0.09738105869048207,2
0,0.1,1.0308,0.783486668680516,0.008458335265750669,0.010021440618077677,0.0,0.0,0.0,0.0,0.151704524460078,0.09738105869048207,3
0,0.1,1.0308,0.783486668680516,0.008458335265750669,0.010021440618077677,0.0,0.0,0.0,0.0,0.151704524460078,0.09738105869048207,4
0,0.1,1.063,0.8200189022211779,0.008962139724807135,0.011022672358400378,0.0216,0.48798918020788734,0.0005038044590564739,0.002974126669541692,0.15692125677333735,0.10392169731428455,5
0,0.1,1.2624,0.9999731196386878,0.010730770175708277,0.012975719091286761,0.0427,0.6837226850120323,0.0017686304509011794,0.005117665574810178,0.18747761469030028,0.12846672544123772,6
0,0.1,1.3725,1.080621927410331,0.012653372543740273,0.016238869379408567,0.0703,0.8654235437057199,0.0019226023680320773,0.006775834485866961,0.2022622414112576,0.1392219935106373,7
0,0.1,1.594,1.3288205296427167,0.014595009338410193,0.018133928075095666,0.1027,1.0355446441366114,0.00194163679466989,0.004958048275723105,0.2374372997189846,0.18143433410205168,8
0,0.1,2.2775,1.4774619284435375,0.018505471197506583,0.019173757974699803,0.168,1.3152855203338636,0.003910461859096484,0.004341120376135167,0.33167855934713864,0.18302246353472232,9
0,0.1,2.6757,1.6370490249225302,0.02079965190627392,0.019912753492491997,0.2125,1.4846358981244243,0.0022941807087670683,0.004199016800943913,0.3900494125581491,0.2093933305389191,10
0,0.1,2.9322,1.8051047504231403,0.023159910439390693,0.02253435257230219,0.2742,1.6770254500154322,0.002360258533116868,0.005991488788975108,0.4133219938747465,0.22379612855723163,11
0,0.1,3.3329,2.0291568667799194,0.026742317049352027,0.025511371098711058,0.3589,1.9201278056421844,0.003582406609961366,0.007472538824366141,0.45893351004827254,0.23741508427999403,12
0,0.1,3.3996,2.047173622338844,0.02793091214403525,0.027511868682139146,0.3886,1.9949411119125757,0.0011885950946835164,0.004602439549492496,0.4671805330628685,0.23839256740462592,13
0,0.1,3.6064,2.1820813550370026,0.02946510281681398,0.028169961837864157,0.4217,2.0495533928152097,0.0015341906727789755,0.0042533279862373005,0.48610785320475863,0.2457994655707978,14
0,0.1,3.8476,2.3917303861430974,0.031396499310327494,0.030384490900059263,0.4763,2.162646136102473,0.00193139649351371,0.0051114295808080195,0.51438097870648,0.2619554412288618,15
0,0.1,4.5546,2.619431014552595,0.03735542620036604,0.034598740336618916,0.6028,2.4062485657138817,0.005958926890038702,0.008189720649114683,0.5975381074278711,0.27230209766674496,16
0,0.1,5.198,2.9053392228791575,0.041573638384845346,0.037755743376700526,0.7237,2.610739035215848,0.004218212184479589,0.006191371952321297,0.6549579352771698,0.2774224470524398,17
0,0.1,5.5154,3.0933093670048546,0.04415429621487396,0.03881767195714883,0.8119,2.7554524837127463,0.002580657830028507,0.005823063638345426,0.6857367420979918,0.29548906443974465,18
0,0.1,6.3816,3.520821131497601,0.04944844079538634,0.04162591423561871,0.9049,2.901767735364149,0.005294144580512225,0.007484543798877104,0.7490428533716708,0.3113703108510484,19
0,0.1,6.8926,3.6238467462076596,0.052617511024126463,0.04389798364002035,1.0098,3.0350789050700464,0.003169070228739556,0.006751362499680242,0.7971879946427385,0.3265577557862351,20
0,0.1,6.9442,3.6447614956263057,0.05334713896876972,0.04456131362843259,1.056,3.0984938276520944,0.0007296279446432087,0.004004903969055359,0.8029786305176901,0.3265656085837813,21
0,0.1,7.4972,3.805862866683489,0.058823180544545994,0.04739136515391774,1.2166,3.2931572145890677,0.005476041575777202,0.012105334538751377,0.8569967793657561,0.3305185624994722,22
0,0.1,8.045,4.007839193380856,0.06231324828556519,0.048307439822570436,1.331,3.4121604592986294,0.0034900677410191405,0.006105632623207021,0.8983058401283462,0.33549822955679887,23
0,0.1,8.3465,4.255142506426988,0.06453924267215691,0.050090456138237385,1.4758,3.590823632538743,0.0022259943865924428,0.0053669127382396575,0.9210294307078617,0.3494837605398456,24
0,0.1,9.2108,4.688236700509,0.0703750844458969,0.054019671188915215,1.6065,3.6957891917692693,0.005835841773739126,0.01008924705139795,0.9676971112830776,0.3608349433881933,25
0,0.1,9.8804,5.00032957313818,0.07585189553586845,0.056520597350729326,1.8091,3.873119826444536,0.005476811089971754,0.00793806071185305,1.0211406537865089,0.37371258811791813,26
0,0.1,10.5901,5.334218029852122,0.08027673143395296,0.05647980440289805,1.9933,4.007325181464519,0.004424835898084901,0.007226381476450144,1.0874499915009124,0.39594916113924733,27
0,0.1,11.4331,5.870836770853019,0.08544162400444644,0.05757358968489354,2.228,4.1510258972934695,0.005164892570493855,0.006855255225897524,1.1590357461140453,0.4300194121030307,28
0,0.1,12.4814,6.64226271988688,0.09208112820254054,0.05930810470540498,2.5677,4.321159185913261,0.006639504198093229,0.00715980968790396,1.231606336529438,0.471284590405693,29
0,0.1,13.3931,7.441570559364434,0.09730574565477962,0.062219241914882484,2.8902,4.515168209491054,0.005224617452239282,0.0073066814572736215,1.3051863887705166,0.5303170346451738,30
