Pheromone,Decay,Avg_Time,Avg_Covered,ParetoFront
0.8,0.4,213.311,0.8022198395616058,Dominated
0.8,1.0,213.595,0.7977448207659974,Dominated
0.8,0.0,213.794,0.8007752956131028,Dominated
0.8,0.8,214.02,0.7979141419499068,Dominated
0.9,0.1,215.264,0.8102254394784858,Pareto
0.9,0.4,215.749,0.8120860915460824,Pareto
0.9,0.6000000000000001,215.75,0.8132026303133182,Pareto
0.9,0.8,215.833,0.8181686517933303,Pareto
0.9,0.5,215.856,0.8107948986459049,Dominated
0.9,0.0,216.369,0.816346985482299,Dominated
0.9,0.7000000000000001,216.804,0.8174038986948255,Dominated
0.9,1.0,216.87,0.8143096584442793,Dominated
0.9,0.2,217.007,0.819004655041291,Pareto
0.9,0.30000000000000004,217.342,0.8111137381367117,Dominated
0.9,0.9,217.796,0.8163787679535137,Dominated
