Pheromone,Decay,Avg_Time,Avg_Covered,ParetoFront
1.0,0.2,167.616,0.8148841339970427,Pareto
1.0,0.0,167.63,0.8010782248659968,Dominated
1.0,0.1,167.637,0.8111371480944488,Dominated
1.0,0.6000000000000001,167.781,0.8182523791005389,Pareto
1.0,0.9,168.049,0.8191349836553982,Pareto
1.0,0.4,168.398,0.8147217841291307,Dominated
1.0,1.0,168.657,0.8221801098361007,Pareto
1.0,0.5,168.674,0.8096284132668381,Dominated
1.0,0.8,168.832,0.8198754763745141,Dominated
1.0,0.30000000000000004,168.893,0.8178315800399564,Dominated
1.0,0.7000000000000001,169.802,0.8133515337146552,Dominated
